,Модель,Цена,Год выпуска,Пробег,Привод,ЛС,Тип двигателя,Тип кузова,Коробка передач,Объём двигателя,Цвет,Марка,Класс,Налог
1245,LADA (ВАЗ) 2110,38500,2006,245454,передний,90,Бензин,седан,механика,1.6,зелёный,LADA,1,1080
1246,Mercedes-Benz C-Класс 220 d IV (W205) Рестайлинг,3300000,2018,99000,полный,194,Дизель,седан,автомат,2.0,серый,Mercedes-Benz,4,9700
1247,Volkswagen Multivan T6,4300000,2019,38036,передний,140,Дизель,минивэн,робот,2.0,белый,Volkswagen,4,4900
1248,Rolls-Royce Phantom VIII,44000000,2020,11076,задний,571,Бензин,седан,автомат,6.8,чёрный,Rolls-Royce,5,256950
1249,Mazda 626 IV (GE),45000,1994,348330,передний,105,Бензин,седан,механика,1.8,синий,Mazda,1,2625
1250,Skoda Rapid I Рестайлинг,850000,2017,206788,передний,90,Бензин,лифтбек,механика,1.6,белый,Skoda,1,1080
1251,BMW X1 20i I (E84) Рестайлинг,1192000,2013,152478,полный,184,Бензин,внедорожник 5 дв.,автомат,2.0,белый,BMW,2,9200
1252,Nissan Qashqai II Рестайлинг,2289000,2019,50977,полный,144,Бензин,внедорожник 5 дв.,вариатор,2.0,голубой,Nissan,3,5040
1253,Suzuki Grand Vitara III Рестайлинг,855000,2008,188000,задний,169,Бензин,внедорожник 5 дв.,механика,2.4,серый,Suzuki,1,7605
1254,Ford F-150 XIII Рестайлинг,4650000,2018,120000,полный,375,Бензин,пикап двойная кабина,автомат,3.5,серый,Ford,4,56250
1255,Geely Tugella I,3137000,2021,40510,полный,238,Бензин,внедорожник 5 дв.,автомат,2.0,серый,Geely,4,19635
1256,BMW X5 35i II (E70) Рестайлинг,1470000,2012,303000,полный,306,Бензин,внедорожник 5 дв.,автомат,3.0,белый,BMW,2,45900
1257,Renault Logan Stepway II Рестайлинг,1135000,2020,74000,передний,113,Бензин,седан,механика,1.6,красный,Renault,2,2825
1258,LADA (ВАЗ) 2110,115000,2004,150000,передний,90,Бензин,седан,механика,1.5,синий,LADA,1,1080
1259,Chevrolet Captiva I Рестайлинг 2,1290000,2013,169000,полный,249,Бензин,внедорожник 5 дв.,автомат,3.0,белый,Chevrolet,2,18675
1260,Renault Kaptur I,1319000,2017,69028,полный,143,Бензин,внедорожник 5 дв.,механика,2.0,коричневый,Renault,2,5005
1261,Nissan Qashqai I Рестайлинг,877000,2011,138327,полный,141,Бензин,внедорожник 5 дв.,вариатор,2.0,серый,Nissan,1,4935
1262,Honda Civic VIII,640000,2007,321834,передний,140,Бензин,седан,автомат,1.8,синий,Honda,1,4900
1263,Volkswagen Polo V Рестайлинг,1295000,2019,112000,передний,125,Бензин,седан,робот,1.4,белый,Volkswagen,2,4375
1264,Renault Sandero II,995000,2017,80000,передний,102,Бензин,хэтчбек 5 дв.,автомат,1.6,серебристый,Renault,2,2550
1265,Renault Duster I Рестайлинг,1550000,2019,66000,полный,109,Дизель,внедорожник 5 дв.,механика,1.5,белый,Renault,2,2725
1266,Toyota Camry VII (XV50) Рестайлинг,1719000,2016,300528,передний,181,Бензин,седан,автомат,2.5,чёрный,Toyota,3,9050
1267,Kia Ceed II Рестайлинг,1180000,2017,99900,передний,130,Бензин,хэтчбек 5 дв.,автомат,1.6,чёрный,Kia,2,4550
1268,LADA (ВАЗ) Vesta SW I,980000,2019,41000,передний,106,Бензин,универсал 5 дв.,механика,1.6,чёрный,LADA,1,2650
1269,Volkswagen Multivan T7,6090000,2022,98,передний,150,Дизель,минивэн,робот,2.0,серый,Volkswagen,5,13500
1270,"Toyota Corolla XI (E160, E170)",1155000,2013,136000,передний,122,Бензин,седан,механика,1.6,серебристый,Toyota,2,3050
1271,BMW X2 sDrive18i I (F39),2990000,2019,85000,передний,140,Бензин,внедорожник 5 дв.,робот,1.5,белый,BMW,3,4900
1272,Volkswagen Multivan T7,5940000,2022,498,передний,150,Дизель,минивэн,робот,2.0,серый,Volkswagen,4,13500
1273,SsangYong Actyon II,900000,2011,55936,полный,149,Дизель,внедорожник 5 дв.,автомат,2.0,чёрный,SsangYong,1,5215
1274,LADA (ВАЗ) Vesta SW Cross I,1390000,2021,24700,передний,106,Бензин,универсал 5 дв.,механика,1.6,оранжевый,LADA,2,2650
1275,Opel Mokka I,990000,2013,226600,полный,140,Бензин,внедорожник 5 дв.,автомат,1.8,оранжевый,Opel,2,4900
1276,Kia Sorento IV,5550000,2023,29,полный,199,Дизель,внедорожник 5 дв.,робот,2.2,чёрный,Kia,4,19900
1277,Porsche Cayenne Coupé III,13900000,2023,5,полный,340,Бензин,внедорожник 5 дв.,автомат,3.0,серый,Porsche,5,153000
1278,Kia Ceed III,1810000,2019,30000,передний,140,Бензин,универсал 5 дв.,робот,1.4,чёрный,Kia,3,4900
1279,Ford Focus III Рестайлинг,930000,2016,93000,передний,125,Бензин,седан,механика,1.6,белый,Ford,1,4375
1280,Toyota Highlander II (U40) Рестайлинг,1665000,2011,305912,полный,273,Бензин,внедорожник 5 дв.,автомат,3.5,чёрный,Toyota,2,40950
1281,Kia Soul III,2299000,2021,12772,передний,150,Бензин,хэтчбек 5 дв.,автомат,2.0,красный,Kia,3,6750
1282,Hyundai ix35 I,1010000,2010,150000,передний,150,Бензин,внедорожник 5 дв.,автомат,2.0,коричневый,Hyundai,2,6750
1283,Volkswagen Polo V Рестайлинг,840000,2017,150000,передний,110,Бензин,седан,механика,1.6,серый,Volkswagen,1,2750
1284,EXEED LX,3399900,2023,80,передний,147,Бензин,внедорожник 5 дв.,вариатор,1.5,голубой,EXEED,4,5659
1285,Mazda CX-5 II,3490000,2021,35900,полный,230,Бензин,внедорожник 5 дв.,автомат,2.5,серый,Mazda,4,18975
1286,LADA (ВАЗ) Vesta I,910000,2019,95000,передний,122,Бензин,седан,механика,1.8,чёрный,LADA,1,3050
1287,Mercedes-Benz GLE Coupe 400 d II (C167),13900000,2022,11,полный,330,Дизель,внедорожник 5 дв.,автомат,2.9,белый,Mercedes-Benz,5,148500
1288,Peugeot 308 I,520000,2010,126135,передний,120,Бензин,хэтчбек 5 дв.,автомат,1.6,белый,Peugeot,1,3000
1289,Volkswagen Touareg III,6250000,2019,65200,полный,231,Дизель,внедорожник 5 дв.,автомат,3.0,серебристый,Volkswagen,5,34650
1290,Audi A4 II (B6),555000,2002,200330,передний,163,Бензин,универсал 5 дв.,вариатор,1.8,серебристый,Audi,1,7335
1291,Kia Ceed III,1635000,2018,88000,передний,140,Бензин,хэтчбек 5 дв.,робот,1.4,белый,Kia,2,4900
1292,Skoda Rapid I,849000,2016,102922,передний,90,Бензин,лифтбек,механика,1.6,белый,Skoda,1,1080
1293,SsangYong Kyron 6-speed I Рестайлинг,990000,2012,134000,полный,141,Дизель,внедорожник 5 дв.,автомат,2.0,серый,SsangYong,2,4935
1294,Mazda CX-5 II,2368000,2017,104809,полный,194,Бензин,внедорожник 5 дв.,автомат,2.5,красный,Mazda,3,9700
1295,BMW X6 M50i III (G06),8000000,2020,23546,полный,530,Бензин,внедорожник 5 дв.,автомат,4.4,чёрный,BMW,5,159000
1296,Mercedes-Benz CL-Класс 500 III (C216) Рестайлинг,2399999,2010,131000,полный,435,Бензин,купе-хардтоп,автомат,4.7,чёрный,Mercedes-Benz,3,65250
1297,Audi Q7 45 TDI II (4M) Рестайлинг,8499000,2022,9519,полный,231,Дизель,внедорожник 5 дв.,автомат,3.0,белый,Audi,5,34650
1298,LADA (ВАЗ) Largus I Рестайлинг,1390000,2021,45000,передний,106,Бензин,универсал 5 дв.,механика,1.6,белый,LADA,2,2650
1299,Toyota Land Cruiser Prado 150 Series Рестайлинг 3,5880000,2021,74967,полный,200,Дизель,внедорожник 5 дв.,автомат,2.8,чёрный,Toyota,4,26000
1300,Renault Sandero I,585000,2011,155000,передний,84,Бензин,хэтчбек 5 дв.,механика,1.6,бежевый,Renault,1,1008
1301,Nissan Terrano III (D10),1340000,2017,114233,полный,143,Бензин,внедорожник 5 дв.,автомат,2.0,серебристый,Nissan,2,5005
1302,Skoda Yeti I Рестайлинг,1245000,2015,174000,передний,110,Бензин,внедорожник 5 дв.,автомат,1.6,белый,Skoda,2,2750
1303,Geely Tugella I,2760000,2021,91659,полный,238,Бензин,внедорожник 5 дв.,автомат,2.0,белый,Geely,3,17850
1304,Hyundai Getz I Рестайлинг,349000,2006,95050,передний,97,Бензин,хэтчбек 5 дв.,механика,1.4,серебристый,Hyundai,1,1164
1305,Geely Tugella I,3320000,2021,14536,полный,238,Бензин,внедорожник 5 дв.,автомат,2.0,белый,Geely,4,19635
1306,Kia Sorento IV,5950000,2023,24,полный,199,Дизель,внедорожник 5 дв.,робот,2.2,белый,Kia,4,19900
1307,Toyota Land Cruiser Prado 150 Series Рестайлинг 2,5590000,2020,79885,полный,177,Дизель,внедорожник 5 дв.,автомат,2.8,белый,Toyota,4,17700
1308,Hyundai i40 I,1185000,2014,188000,передний,150,Бензин,универсал 5 дв.,автомат,2.0,белый,Hyundai,2,6750
1309,Kia Rio IV Рестайлинг,1120000,2020,42000,передний,100,Бензин,седан,механика,1.4,коричневый,Kia,2,2500
1310,Kia Optima IV Рестайлинг,1699000,2019,177011,передний,150,Бензин,седан,автомат,2.0,чёрный,Kia,2,6750
1311,Kia Carnival III,2570000,2019,75100,передний,202,Дизель,минивэн,автомат,2.2,белый,Kia,3,13130
1312,Opel Antara I Рестайлинг,1050000,2012,138800,полный,167,Бензин,внедорожник 5 дв.,автомат,2.4,бежевый,Opel,2,7515
1313,Toyota Land Cruiser Prado 150 Series Рестайлинг 2,5040000,2019,67900,полный,177,Дизель,внедорожник 5 дв.,автомат,2.8,белый,Toyota,4,17700
1314,Kia Mohave I Рестайлинг 2,5390000,2021,42423,полный,249,Дизель,внедорожник 5 дв.,автомат,3.0,серый,Kia,4,37350
1315,Toyota Yaris III Рестайлинг 2,1199000,2017,58000,передний,74,Гибрид,хэтчбек 5 дв.,вариатор,1.5,белый,Toyota,2,888
1316,Volkswagen Tiguan II,3299000,2019,69420,полный,150,Дизель,внедорожник 5 дв.,робот,2.0,белый,Volkswagen,4,6750
1317,Hyundai Tucson IV,3519000,2023,11,полный,150,Бензин,внедорожник 5 дв.,автомат,2.0,белый,Hyundai,4,7425
1318,Renault Sandero I,730000,2011,55000,передний,103,Бензин,хэтчбек 5 дв.,автомат,1.6,бежевый,Renault,1,2575
1319,Renault Sandero Stepway II,1040000,2017,34000,передний,102,Бензин,хэтчбек 5 дв.,автомат,1.6,бежевый,Renault,2,2550
1320,Kia Picanto III,1279000,2020,50000,передний,84,Бензин,хэтчбек 5 дв.,автомат,1.3,голубой,Kia,2,1008
1321,BMW 3 серии 325xi V (E90/E91/E92/E93),950000,2007,190000,полный,218,Бензин,седан,автомат,2.5,красный,BMW,1,14170
1322,Bentley Continental GT Speed I,3750000,2008,66000,полный,610,Бензин,купе,автомат,6.0,чёрный,Bentley,4,91500
1323,Mazda 3 I (BK) Рестайлинг,395000,2006,270000,передний,105,Бензин,хэтчбек 5 дв.,автомат,1.6,красный,Mazda,1,2625
1324,Kia K5 III,2399999,2020,35700,передний,150,Бензин,седан,автомат,2.0,белый,Kia,3,6750
1325,BMW 7 серии 760i xDrive VII (G70),26900000,2022,74,полный,544,Бензин,седан,автомат,4.4,чёрный,BMW,5,244800
1326,Chevrolet Camaro 10-speed VI Рестайлинг,4800000,2020,7740,задний,335,Бензин,кабриолет,автомат,3.6,белый,Chevrolet,4,55275
1327,Kia Optima III Рестайлинг,1277000,2014,79500,передний,150,Бензин,седан,автомат,2.0,чёрный,Kia,2,6750
1328,Audi A5 I (8T) Рестайлинг,1640000,2013,122000,полный,211,Бензин,купе,робот,2.0,белый,Audi,2,13715
1329,Land Rover Range Rover Sport II Рестайлинг,7837838,2020,32900,полный,249,Дизель,внедорожник 5 дв.,автомат,3.0,серый,Land Rover,5,37350
1330,LADA (ВАЗ) Vesta SW I,1255000,2021,53200,передний,106,Бензин,универсал 5 дв.,механика,1.6,синий,LADA,2,2650
1331,Opel Insignia I,877000,2012,200036,полный,220,Бензин,лифтбек,автомат,2.0,коричневый,Opel,1,14300
1332,Ford Focus III Рестайлинг,1040000,2019,87381,передний,125,Бензин,универсал 5 дв.,робот,1.6,чёрный,Ford,2,4375
1333,Toyota Land Cruiser 300 Series,11000000,2022,192,полный,299,Дизель,внедорожник 5 дв.,автомат,3.4,серый,Toyota,5,134550
1334,Kia Soul II Рестайлинг,1800000,2018,39000,передний,150,Бензин,хэтчбек 5 дв.,автомат,2.0,синий,Kia,3,6750
1335,Toyota Land Cruiser Prado 150 Series Рестайлинг 2,5850000,2020,49583,полный,177,Дизель,внедорожник 5 дв.,автомат,2.8,белый,Toyota,4,17700
