,Модель,Цена,Год выпуска,Пробег,Привод,ЛС,Тип двигателя,Тип кузова,Коробка передач,Объем двигателя,Цвет,Запас хода
3331,Ford Explorer V,2169000,2015,171043,полный,249,Бензин,внедорожник 5 дв.,автомат,3.5,чёрный,
3332,Skoda Rapid I,1055000,2014,92633,передний,122,Бензин,лифтбек,робот,1.4,серый,
3333,Lexus LS 500 V,6950000,2018,71600,полный,421,Бензин,седан,автомат,3.4,чёрный,
3334,Mercedes-Benz GLS 350 d I (X166),5299000,2018,87090,полный,249,Дизель,внедорожник 5 дв.,автомат,3.0,чёрный,
3335,Genesis G70 I,2810000,2018,99967,полный,247,Бензин,седан,автомат,2.0,серый,
3336,Geely Atlas I,2170000,2021,52000,полный,149,Бензин,внедорожник 5 дв.,автомат,2.4,белый,
3337,Volkswagen Caravelle T6 Рестайлинг,3729000,2021,120000,передний,150,Дизель,минивэн,механика,2.0,чёрный,
3338,Subaru Outback V Рестайлинг,2350000,2018,36111,полный,175,Бензин,универсал 5 дв.,вариатор,2.5,белый,
3339,Hyundai Palisade I,3400000,2019,42000,передний,200,Дизель,внедорожник 5 дв.,автомат,2.2,синий,
3340,Geely Emgrand 7 II,2149000,2022,25,передний,103,Бензин,седан,вариатор,1.5,белый,
3341,Audi Q7 45 TDI II (4M) Рестайлинг,9250000,2023,41,полный,231,Дизель,внедорожник 5 дв.,автомат,3.0,чёрный,
3342,Lexus LX 570 III Рестайлинг,4985000,2015,66258,полный,367,Бензин,внедорожник 5 дв.,автомат,5.7,серый,
3343,Opel Mokka I,1300000,2014,101827,полный,140,Бензин,внедорожник 5 дв.,автомат,1.8,чёрный,
3344,Jeep Wrangler IV (JL),6150000,2021,16621,полный,272,Бензин,внедорожник 3 дв.,автомат,2.0,оранжевый,
3345,Dodge Caravan Grand V,2500000,2019,56000,передний,283,Бензин,минивэн,автомат,3.6,серый,
3346,Hyundai Santa Fe IV,2899999,2018,32000,полный,185,Дизель,внедорожник 5 дв.,автомат,2.0,белый,
3347,BMW X4 28i I (F26),2280000,2015,130707,полный,245,Бензин,внедорожник 5 дв.,автомат,2.0,синий,
3348,Subaru Forester II Рестайлинг,900000,2006,202000,полный,230,Бензин,внедорожник 5 дв.,автомат,2.5,красный,
3349,Audi A3 II (8P) Рестайлинг 2,730000,2012,174537,передний,105,Бензин,хэтчбек 5 дв.,робот,1.2,чёрный,
3350,Skoda Superb I Рестайлинг,1145000,2008,53000,передний,150,Бензин,седан,автомат,1.8,серый,
3351,Mercedes-Benz GLE 450 II (V167),11900000,2022,350,полный,367,Бензин,внедорожник 5 дв.,автомат,3.0,синий,
3352,Hyundai H-1 II Рестайлинг 2,3190000,2018,33865,задний,170,Дизель,минивэн,автомат,2.5,коричневый,
3353,Geely Coolray I,2350000,2021,23718,передний,150,Бензин,внедорожник 5 дв.,робот,1.5,белый,
3354,Audi Q5 I (8R) Рестайлинг,2150000,2016,170008,полный,180,Бензин,внедорожник 5 дв.,автомат,2.0,серый,
3355,Porsche Cayman S I (987),2190000,2007,78000,задний,295,Бензин,купе,автомат,3.4,белый,
3356,BMW X3 20d xDrive III (G01),4249000,2019,47300,полный,190,Дизель,внедорожник 5 дв.,автомат,2.0,синий,
3357,Land Rover Discovery Sport I Рестайлинг,6195000,2022,1139,полный,249,Бензин,внедорожник 5 дв.,автомат,2.0,синий,
3358,Daewoo Nexia I,105000,2007,191460,передний,85,Бензин,седан,механика,1.5,красный,
3359,Audi Q3 Sportback 40 TFSI I (F3),4197000,2020,51446,полный,180,Бензин,внедорожник 5 дв.,робот,2.0,серый,
3360,LADA (ВАЗ) Niva Legend,980000,2021,6057,полный,83,Бензин,внедорожник 3 дв.,механика,1.7,серебристый,
3361,Volvo V90 Cross Country I,3945000,2019,51578,полный,190,Дизель,универсал 5 дв.,автомат,2.0,серый,
3362,BMW 7 серии 750d xDrive VI (G11/G12) Рестайлинг,7900000,2019,59200,полный,400,Дизель,седан,автомат,3.0,чёрный,
3363,Jeep Wrangler IV (JL),5495000,2020,36869,полный,272,Бензин,внедорожник 5 дв.,автомат,2.0,красный,
3364,Opel Astra GTC H Рестайлинг,389000,2007,258679,передний,140,Бензин,хэтчбек 3 дв.,автомат,1.8,чёрный,
3365,Toyota Highlander II (U40) Рестайлинг,1635000,2011,115000,полный,273,Бензин,внедорожник 5 дв.,автомат,3.5,белый,
3366,Kia Carnival IV,4980000,2023,22,передний,199,Дизель,минивэн,автомат,2.2,чёрный,
3367,Kia Sorento III Prime,2155000,2017,155000,полный,200,Дизель,внедорожник 5 дв.,автомат,2.2,чёрный,
3368,Volkswagen Tiguan II,1839000,2017,105298,передний,150,Бензин,внедорожник 5 дв.,робот,1.4,бежевый,
3369,BMW X5 M III (F95),12350000,2021,22707,полный,600,Бензин,внедорожник 5 дв.,автомат,4.4,синий,
3370,"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",3850000,2017,80000,полный,184,Бензин,купе-хардтоп,автомат,2.0,серый,
3371,Mercedes-Benz GLC Coupe 220 d I (C253) Рестайлинг,6255000,2021,52500,полный,194,Дизель,внедорожник 5 дв.,автомат,2.0,белый,
3372,Volvo XC40 I,3450000,2021,27488,полный,190,Бензин,внедорожник 5 дв.,автомат,2.0,чёрный,
3373,Toyota RAV4 IV (XA40) Рестайлинг,2425000,2018,52333,полный,146,Бензин,внедорожник 5 дв.,вариатор,2.0,коричневый,
3374,Skoda Octavia III (A7),1430000,2017,101358,передний,110,Бензин,лифтбек,механика,1.6,белый,
3375,Kia K5 III,2330000,2020,73326,передний,150,Бензин,седан,автомат,2.0,белый,
3376,Mercedes-Benz GLE 400 d II (V167),11490000,2021,40691,полный,330,Дизель,внедорожник 5 дв.,автомат,2.9,белый,
3377,Mercedes-Benz M-Класс 350 II (W164) Рестайлинг,1150000,2008,145683,полный,272,Бензин,внедорожник 5 дв.,автомат,3.5,красный,
3378,Volkswagen Multivan T5 Рестайлинг,1855000,2010,162000,полный,180,Дизель,минивэн,робот,2.0,чёрный,
3379,Mercedes-Benz C-Класс 180 7G-TRONIC PLUS III (W204),770000,2009,199231,задний,156,Бензин,седан,автомат,1.6,красный,
3380,Volvo XC90 Recharge II Рестайлинг,6500000,2021,28431,полный,320,Гибрид,внедорожник 5 дв.,автомат,2.0,коричневый,
3381,Volkswagen Jetta IV,237000,2003,190754,передний,116,Бензин,седан,автомат,2.0,серый,
3382,Jeep Grand Cherokee IV (WK2) Рестайлинг,3800000,2019,84365,полный,286,Бензин,внедорожник 5 дв.,автомат,3.6,красный,
3383,Skoda Rapid I,1055000,2014,92633,передний,122,Бензин,лифтбек,робот,1.4,серый,
3384,Lexus LS 500 V,6950000,2018,71600,полный,421,Бензин,седан,автомат,3.4,чёрный,
3385,Skoda Octavia III (A7),675000,2016,500000,передний,110,Бензин,лифтбек,автомат,1.6,белый,
3386,Mercedes-Benz GLS 350 d I (X166),5299000,2018,87090,полный,249,Дизель,внедорожник 5 дв.,автомат,3.0,чёрный,
3387,Genesis G70 I,2810000,2018,99967,полный,247,Бензин,седан,автомат,2.0,серый,
3388,Geely Atlas I,2170000,2021,52000,полный,149,Бензин,внедорожник 5 дв.,автомат,2.4,белый,
3389,Volkswagen Caravelle T6 Рестайлинг,3729000,2021,120000,передний,150,Дизель,минивэн,механика,2.0,чёрный,
3390,Geely Emgrand 7 II,2149000,2022,25,передний,103,Бензин,седан,вариатор,1.5,белый,
3391,Lexus LX 570 III Рестайлинг,4985000,2015,66258,полный,367,Бензин,внедорожник 5 дв.,автомат,5.7,серый,
3392,Opel Mokka I,1300000,2014,101827,полный,140,Бензин,внедорожник 5 дв.,автомат,1.8,чёрный,
3393,Jeep Wrangler IV (JL),6150000,2021,16621,полный,272,Бензин,внедорожник 3 дв.,автомат,2.0,оранжевый,
3394,BMW X4 28i I (F26),2280000,2015,130707,полный,245,Бензин,внедорожник 5 дв.,автомат,2.0,синий,
3395,Audi A3 II (8P) Рестайлинг 2,730000,2012,174537,передний,105,Бензин,хэтчбек 5 дв.,робот,1.2,чёрный,
3396,BMW 5 серии 525i IV (E39) Рестайлинг,550000,2001,267000,задний,192,Бензин,седан,автомат,2.5,серый,
3397,Hyundai H-1 II Рестайлинг 2,3190000,2018,33865,задний,170,Дизель,минивэн,автомат,2.5,коричневый,
3398,Geely Coolray I,2350000,2021,23718,передний,150,Бензин,внедорожник 5 дв.,робот,1.5,белый,
3399,Audi Q5 I (8R) Рестайлинг,2150000,2016,170008,полный,180,Бензин,внедорожник 5 дв.,автомат,2.0,серый,
3400,Land Rover Discovery Sport I Рестайлинг,6195000,2022,1139,полный,249,Бензин,внедорожник 5 дв.,автомат,2.0,синий,
3401,Hyundai Staria,6300000,2022,3200,полный,177,Дизель,минивэн,автомат,2.2,чёрный,
3402,BMW 5 серии 520d xDrive VII (G30/G31),3600000,2018,76000,полный,190,Дизель,седан,автомат,2.0,белый,
3403,Haval F7x I,2299000,2021,43000,полный,190,Бензин,внедорожник 5 дв.,робот,2.0,синий,
3404,Audi Q3 Sportback 40 TFSI I (F3),4197000,2020,51446,полный,180,Бензин,внедорожник 5 дв.,робот,2.0,серый,
3405,LADA (ВАЗ) Niva Legend,980000,2021,6057,полный,83,Бензин,внедорожник 3 дв.,механика,1.7,серебристый,
3406,Bentley Bentayga I Рестайлинг,24505000,2021,19281,полный,550,Бензин,внедорожник 5 дв.,автомат,4.0,чёрный,
3407,BMW 5 серии 535i VI (F10/F11/F07),1330000,2010,162000,задний,306,Бензин,седан,автомат,3.0,чёрный,
3408,RAM 1500 Crew Cab V,6600000,2020,7900,полный,395,Бензин,пикап двойная кабина,автомат,5.7,чёрный,
3409,Audi A5 II (F5),3175000,2019,69089,передний,190,Бензин,лифтбек,робот,2.0,синий,
3410,Mitsubishi Outlander IV,3690000,2022,25,передний,184,Бензин,внедорожник 5 дв.,вариатор,2.5,белый,
3411,Volkswagen Caddy IV,1220000,2018,220505,передний,110,Бензин,фургон,механика,1.6,белый,
3412,Lexus ES 250 VI Рестайлинг,2219000,2015,158772,передний,184,Бензин,седан,автомат,2.5,чёрный,
3413,Jeep Wrangler IV (JL),6230000,2021,10221,полный,272,Бензин,внедорожник 5 дв.,автомат,2.0,зелёный,
3414,Opel Corsa D,415000,2009,182175,передний,80,Бензин,хэтчбек 5 дв.,робот,1.2,зелёный,
3415,Lexus LX 570 III,3800000,2011,209000,полный,367,Бензин,внедорожник 5 дв.,автомат,5.7,белый,
3416,Geely Tugella I,3230000,2021,42498,полный,238,Бензин,внедорожник 5 дв.,автомат,2.0,чёрный,
3417,Jeep Grand Cherokee IV (WK2),1400000,2011,195000,полный,286,Бензин,внедорожник 5 дв.,автомат,3.6,серебристый,
3418,Kia Ceed II Рестайлинг,1250000,2015,145492,передний,135,Бензин,универсал 5 дв.,робот,1.6,красный,
3419,Infiniti FX35 II (S51),1130000,2009,140000,полный,307,Бензин,внедорожник 5 дв.,автомат,3.5,серебристый,
